Date,Title,Amount,Type,Category,Account
2024-06-17,Biaya Admin Bank,115233.04,EXPENSE,Tagihan,BCA
2024-06-18,Es Teh,24178.16,EXPENSE,Makan & Minum,BCA
2024-06-18,Konser,86228.47,EXPENSE,Hiburan,Dompet Tunai
2024-06-18,Wifi Bulanan,69874.79,EXPENSE,Tagihan,BCA
2024-06-18,Freelance,1697570.51,INCOME,Gaji,Gopay
2024-06-18,Indomaret Snack,35063.83,EXPENSE,Makan & Minum,Gopay
2024-06-18,Parkir Motor,25467.1,EXPENSE,Lain-lain,Gopay
2024-06-18,Streaming Film,80380.85,EXPENSE,Hiburan,BCA
2024-06-18,Iuran Kebersihan,13387.19,EXPENSE,Tagihan,Gopay
2024-06-18,Parkir,110587.37,EXPENSE,Tagihan,Gopay
2024-06-18,Tiket Wahana,53312.18,EXPENSE,Hiburan,Gopay
2024-06-18,ATM,46610.05,EXPENSE,Lain-lain,Dompet Tunai
2024-06-18,Wifi Bulanan,130950.36,EXPENSE,Tagihan,BCA
2024-06-19,Es Teh,39604.43,EXPENSE,Makan & Minum,Dompet Tunai
2024-06-19,Streaming Film,54369.08,EXPENSE,Hiburan,Dompet Tunai
2024-06-19,Alat Tulis,134438.99,EXPENSE,Belanja,Gopay
2024-06-19,Indomaret,87723.29,EXPENSE,Belanja,Gopay
2024-06-19,Martabak,5903.2,EXPENSE,Makan & Minum,Gopay
2024-06-19,Parkir,85878.6,EXPENSE,Tagihan,Dompet Tunai
2024-06-20,Bioskop,46306.89,EXPENSE,Hiburan,Dompet Tunai
2024-06-21,Indomaret Snack,43977.93,EXPENSE,Makan & Minum,Gopay
2024-06-21,Pulsa,34268.75,EXPENSE,Tagihan,Dompet Tunai
2024-06-21,Martabak,16621.0,EXPENSE,Makan & Minum,Dompet Tunai
2024-06-21,Listrik Kos,65048.81,EXPENSE,Tagihan,BCA
2024-06-21,Shopee,27127.34,EXPENSE,Belanja,BCA
2024-06-21,Buku Kuliah,75635.91,EXPENSE,Belanja,Dompet Tunai
2024-06-22,Buku Kuliah,129103.9,EXPENSE,Belanja,Dompet Tunai
2024-06-22,Pulsa,136421.39,EXPENSE,Tagihan,Dompet Tunai
2024-06-22,Listrik Kos,84272.99,EXPENSE,Tagihan,Dompet Tunai
2024-06-22,Iuran Bulanan,149959.06,EXPENSE,Tagihan,BCA
2024-06-22,Transfer Orang Tua,597280.39,INCOME,Gaji,Gopay
2024-06-22,Wifi Bulanan,11557.96,EXPENSE,Tagihan,Gopay
2024-06-22,Keperluan Lain,36880.21,EXPENSE,Lain-lain,Gopay
2024-06-22,Top Up OVO,135870.17,EXPENSE,Tagihan,Gopay
2024-06-23,KFC,14169.49,EXPENSE,Makan & Minum,Dompet Tunai
2024-06-23,Bioskop,95509.21,EXPENSE,Hiburan,BCA
2024-06-23,Pulsa,98217.88,EXPENSE,Tagihan,Gopay
2024-06-23,Baju,16326.3,EXPENSE,Belanja,Gopay
2024-06-23,Tokopedia,190032.68,EXPENSE,Belanja,BCA
2024-06-23,Print Tugas,42589.01,EXPENSE,Lain-lain,BCA
2024-06-23,Indomaret,172149.96,EXPENSE,Belanja,Gopay
2024-06-23,Sepatu,35009.7,EXPENSE,Belanja,Gopay
2024-06-23,Game Online,52875.51,EXPENSE,Hiburan,BCA
2024-06-23,Bioskop,41709.41,EXPENSE,Hiburan,BCA
2024-06-24,Indomaret Snack,10095.71,EXPENSE,Makan & Minum,BCA
2024-06-24,Gaji Part Time,828820.98,INCOME,Gaji,BCA
2024-06-24,Warung Nasi,44062.55,EXPENSE,Makan & Minum,BCA
2024-06-24,Tiket Wahana,145717.73,EXPENSE,Hiburan,BCA
2024-06-24,Iuran Kebersihan,59039.83,EXPENSE,Tagihan,BCA
2024-06-24,Print Tugas,22591.71,EXPENSE,Lain-lain,Dompet Tunai
2024-06-25,Baju,50427.1,EXPENSE,Belanja,Gopay
2024-06-25,Bioskop,117073.37,EXPENSE,Hiburan,Dompet Tunai
2024-06-25,Tokopedia,166083.19,EXPENSE,Belanja,Dompet Tunai
2024-06-25,Biaya Admin Bank,58436.32,EXPENSE,Tagihan,BCA
2024-06-25,Alfamart,194830.35,EXPENSE,Belanja,BCA
2024-06-25,Pulsa,68713.72,EXPENSE,Tagihan,BCA
2024-06-25,Perlengkapan Kamar,164401.49,EXPENSE,Belanja,Dompet Tunai
2024-06-25,Gym,32570.98,EXPENSE,Hiburan,BCA
2024-06-25,Karaoke,131180.8,EXPENSE,Hiburan,BCA
2024-06-25,KFC,33109.86,EXPENSE,Makan & Minum,BCA
2024-06-25,Netflix,130579.26,EXPENSE,Tagihan,Gopay
2024-06-26,Buku Kuliah,97553.02,EXPENSE,Belanja,Dompet Tunai
2024-06-26,Pizza,37921.53,EXPENSE,Makan & Minum,Dompet Tunai
2024-06-26,Streaming Film,144549.84,EXPENSE,Hiburan,Dompet Tunai
2024-06-26,Shopee,116464.47,EXPENSE,Belanja,Gopay
2024-06-26,Wifi Bulanan,141398.49,EXPENSE,Tagihan,Dompet Tunai
2024-06-27,Parkir Motor,35443.38,EXPENSE,Lain-lain,Dompet Tunai
2024-06-27,Top Up OVO,82695.01,EXPENSE,Tagihan,Dompet Tunai
2024-06-27,Gym,29498.09,EXPENSE,Hiburan,BCA
2024-06-27,Freelance,1194013.41,INCOME,Gaji,Gopay
2024-06-27,Tokopedia,160885.03,EXPENSE,Belanja,Gopay
2024-06-28,Keperluan Lain,33268.18,EXPENSE,Lain-lain,BCA
2024-06-28,Mie Ayam,33888.72,EXPENSE,Makan & Minum,Gopay
2024-06-28,Alfamart Minuman,34289.48,EXPENSE,Makan & Minum,BCA
2024-06-28,Top Up OVO,103633.1,EXPENSE,Tagihan,Gopay
2024-06-28,Top Up Game,110805.12,EXPENSE,Hiburan,Dompet Tunai
2024-06-28,KFC,41353.07,EXPENSE,Makan & Minum,Dompet Tunai
2024-06-29,Top Up Game,144851.16,EXPENSE,Hiburan,BCA
2024-06-29,Iuran Kebersihan,119554.41,EXPENSE,Tagihan,BCA
2024-06-29,Karaoke,111704.64,EXPENSE,Hiburan,Gopay
2024-06-30,Minimarket,79058.23,EXPENSE,Belanja,BCA
2024-06-30,Tabungan,211009.22,INCOME,Goals,BCA
2024-06-30,Wifi Bulanan,109051.68,EXPENSE,Tagihan,Gopay
2024-06-30,McDonalds,22932.71,EXPENSE,Makan & Minum,Dompet Tunai
2024-06-30,Iuran Kebersihan,85026.49,EXPENSE,Tagihan,Dompet Tunai
2024-06-30,Tokopedia,46465.65,EXPENSE,Belanja,Gopay
2024-07-01,Alfamart Minuman,17457.25,EXPENSE,Makan & Minum,BCA
2024-07-01,Ongkos Angkot,17088.81,EXPENSE,Lain-lain,Gopay
2024-07-01,Alfamart Minuman,22348.04,EXPENSE,Makan & Minum,Gopay
2024-07-02,Buku Kuliah,179070.98,EXPENSE,Belanja,Dompet Tunai
2024-07-02,Buku Kuliah,30488.52,EXPENSE,Belanja,Gopay
2024-07-02,Langganan Spotify,92161.68,EXPENSE,Tagihan,Dompet Tunai
2024-07-02,Game Online,101949.21,EXPENSE,Hiburan,BCA
2024-07-02,Tokopedia,124233.58,EXPENSE,Belanja,Dompet Tunai
2024-07-02,Bubble Tea,39029.61,EXPENSE,Makan & Minum,Gopay
2024-07-02,Gym,123955.84,EXPENSE,Hiburan,Dompet Tunai
2024-07-02,Grab Motor,30401.46,EXPENSE,Lain-lain,Gopay
2024-07-02,Tokopedia,109123.66,EXPENSE,Belanja,BCA
2024-07-02,Shopee,129512.56,EXPENSE,Belanja,Gopay
2024-07-03,Bioskop,80307.3,EXPENSE,Hiburan,BCA
2024-07-03,GrabFood,11289.76,EXPENSE,Makan & Minum,Gopay
2024-07-03,Wifi Bulanan,93539.91,EXPENSE,Tagihan,Gopay
2024-07-03,ATM,49230.93,EXPENSE,Lain-lain,BCA
2024-07-03,KFC,40480.13,EXPENSE,Makan & Minum,Gopay
2024-07-03,GoFood,23991.54,EXPENSE,Makan & Minum,Dompet Tunai
2024-07-04,Bioskop,130896.65,EXPENSE,Hiburan,Dompet Tunai
2024-07-04,Game Online,144809.76,EXPENSE,Hiburan,Dompet Tunai
2024-07-04,Top Up Game,92648.68,EXPENSE,Hiburan,BCA
2024-07-05,Alat Tulis,70694.68,EXPENSE,Belanja,BCA
2024-07-05,Indomaret,40763.88,EXPENSE,Belanja,BCA
2024-07-05,Print Tugas,22410.25,EXPENSE,Lain-lain,BCA
2024-07-05,Netflix,143855.67,EXPENSE,Tagihan,Gopay
2024-07-05,Gym,24437.34,EXPENSE,Hiburan,BCA
2024-07-05,Skincare,194126.37,EXPENSE,Belanja,Dompet Tunai
2024-07-05,Tiket Wahana,13667.54,EXPENSE,Hiburan,Gopay
2024-07-06,Nasi Padang,32803.13,EXPENSE,Makan & Minum,Gopay
2024-07-06,Skincare,29860.29,EXPENSE,Belanja,Gopay
2024-07-06,Langganan Spotify,52419.81,EXPENSE,Tagihan,Gopay
2024-07-06,ATM,21911.34,EXPENSE,Lain-lain,BCA
2024-07-06,Alat Tulis,58285.61,EXPENSE,Belanja,Gopay
2024-07-07,Bubble Tea,10134.31,EXPENSE,Makan & Minum,Dompet Tunai
2024-07-07,Bowling,73791.95,EXPENSE,Hiburan,Dompet Tunai
2024-07-07,McDonalds,34214.46,EXPENSE,Makan & Minum,BCA
2024-07-07,KFC,11156.84,EXPENSE,Makan & Minum,Dompet Tunai
2024-07-07,Streaming Film,94150.38,EXPENSE,Hiburan,Gopay
2024-07-07,Simpanan Bulanan,85305.37,INCOME,Goals,BCA
2024-07-07,Print Tugas,19981.41,EXPENSE,Lain-lain,BCA
2024-07-07,Shopee,196292.54,EXPENSE,Belanja,Dompet Tunai
2024-07-07,Indomaret,167883.99,EXPENSE,Belanja,Dompet Tunai
2024-07-07,Bubble Tea,13914.39,EXPENSE,Makan & Minum,BCA
2024-07-08,Iuran Kebersihan,89937.46,EXPENSE,Tagihan,Dompet Tunai
2024-07-08,Donasi,36695.09,EXPENSE,Lain-lain,Gopay
2024-07-08,Minimarket,62824.44,EXPENSE,Belanja,BCA
2024-07-08,Bubble Tea,48914.32,EXPENSE,Makan & Minum,BCA
2024-07-08,Mie Ayam,17187.45,EXPENSE,Makan & Minum,BCA
2024-07-08,Kopi Kenangan,27220.8,EXPENSE,Makan & Minum,BCA
2024-07-09,Streaming Film,71814.27,EXPENSE,Hiburan,Gopay
2024-07-09,Kopi Kenangan,12794.08,EXPENSE,Makan & Minum,Dompet Tunai
2024-07-09,Buku Kuliah,130579.91,EXPENSE,Belanja,Dompet Tunai
2024-07-09,Print Tugas,6096.68,EXPENSE,Lain-lain,Dompet Tunai
2024-07-09,Martabak,24014.68,EXPENSE,Makan & Minum,BCA
2024-07-09,Print Tugas,43073.43,EXPENSE,Lain-lain,Dompet Tunai
2024-07-10,Buku Kuliah,159871.08,EXPENSE,Belanja,BCA
2024-07-10,Parkir,94641.62,EXPENSE,Tagihan,BCA
2024-07-10,Es Teh,30096.9,EXPENSE,Makan & Minum,BCA
2024-07-10,Game Online,72963.58,EXPENSE,Hiburan,BCA
2024-07-10,Keperluan Lain,16282.33,EXPENSE,Lain-lain,Dompet Tunai
2024-07-10,Dana Darurat,95505.2,INCOME,Goals,BCA
2024-07-10,Bioskop,97624.79,EXPENSE,Hiburan,BCA
2024-07-10,Baju,21282.64,EXPENSE,Belanja,Dompet Tunai
2024-07-10,Olahraga,137860.17,EXPENSE,Hiburan,Dompet Tunai
2024-07-10,Keperluan Lain,32327.05,EXPENSE,Lain-lain,Dompet Tunai
2024-07-11,Alat Tulis,12951.15,EXPENSE,Belanja,Dompet Tunai
2024-07-11,Tiket Wahana,13711.58,EXPENSE,Hiburan,BCA
2024-07-11,Konser,64949.1,EXPENSE,Hiburan,Dompet Tunai
2024-07-11,Kantin Kampus,45163.55,EXPENSE,Makan & Minum,BCA
2024-07-11,Bubble Tea,11159.85,EXPENSE,Makan & Minum,Dompet Tunai
2024-07-11,Mie Ayam,20627.47,EXPENSE,Makan & Minum,Dompet Tunai
2024-07-11,Langganan Spotify,75966.62,EXPENSE,Tagihan,BCA
2024-07-12,Mie Ayam,48016.35,EXPENSE,Makan & Minum,Gopay
2024-07-12,Jus Buah,44204.2,EXPENSE,Makan & Minum,Dompet Tunai
2024-07-12,Perlengkapan Kamar,25390.73,EXPENSE,Belanja,BCA
2024-07-12,Wifi Bulanan,112462.49,EXPENSE,Tagihan,BCA
2024-07-12,Donasi,45716.97,EXPENSE,Lain-lain,Dompet Tunai
2024-07-12,GrabFood,5926.3,EXPENSE,Makan & Minum,Dompet Tunai
2024-07-13,Perlengkapan Kamar,53185.13,EXPENSE,Belanja,Gopay
2024-07-13,Iuran Kebersihan,39457.44,EXPENSE,Tagihan,BCA
2024-07-13,Pulsa,122078.82,EXPENSE,Tagihan,Dompet Tunai
2024-07-13,Iuran Bulanan,37954.1,EXPENSE,Tagihan,Dompet Tunai
2024-07-13,Gojek,10727.6,EXPENSE,Lain-lain,BCA
2024-07-13,Buku Kuliah,28353.62,EXPENSE,Belanja,Dompet Tunai
2024-07-13,Listrik Kos,121868.92,EXPENSE,Tagihan,Gopay
2024-07-14,Alat Tulis,133398.11,EXPENSE,Belanja,BCA
2024-07-14,Perlengkapan Kamar,27634.16,EXPENSE,Belanja,Dompet Tunai
2024-07-14,Target Gadget,360677.67,INCOME,Goals,BCA
2024-07-14,KFC,32339.52,EXPENSE,Makan & Minum,Dompet Tunai
2024-07-14,Skincare,101411.96,EXPENSE,Belanja,Dompet Tunai
2024-07-14,Nasi Padang,46095.82,EXPENSE,Makan & Minum,BCA
2024-07-14,Konser,102219.09,EXPENSE,Hiburan,Gopay
2024-07-14,Martabak,10927.79,EXPENSE,Makan & Minum,Dompet Tunai
2024-07-14,Shopee,81803.56,EXPENSE,Belanja,BCA
2024-07-14,Indomaret,170870.13,EXPENSE,Belanja,BCA
2024-07-14,Kopi Kenangan,31658.35,EXPENSE,Makan & Minum,Gopay
2024-07-14,Netflix,57219.78,EXPENSE,Tagihan,BCA
2024-07-15,Uang Bulanan,978128.75,INCOME,Gaji,BCA
2024-07-15,Parkir Motor,46130.81,EXPENSE,Lain-lain,Gopay
2024-07-15,Kopi Kenangan,13164.59,EXPENSE,Makan & Minum,BCA
2024-07-15,Top Up OVO,122530.23,EXPENSE,Tagihan,BCA
2024-07-15,Buku Kuliah,48311.02,EXPENSE,Belanja,BCA
2024-07-15,Nasi Padang,33503.04,EXPENSE,Makan & Minum,BCA
2024-07-15,Bowling,118697.81,EXPENSE,Hiburan,Dompet Tunai
2024-07-15,Kopi Kenangan,17817.82,EXPENSE,Makan & Minum,Dompet Tunai
2024-07-15,Karaoke,135727.6,EXPENSE,Hiburan,Gopay
2024-07-15,Tiket Wahana,108345.1,EXPENSE,Hiburan,Dompet Tunai
2024-07-15,Parkir,85736.18,EXPENSE,Tagihan,BCA
2024-07-16,KFC,17332.48,EXPENSE,Makan & Minum,Dompet Tunai
2024-07-16,Biaya Admin Bank,65549.21,EXPENSE,Tagihan,BCA
2024-07-16,Indomaret,47994.81,EXPENSE,Belanja,Dompet Tunai
2024-07-16,Sepatu,150478.75,EXPENSE,Belanja,Gopay
2024-07-17,Jus Buah,47377.66,EXPENSE,Makan & Minum,BCA
2024-07-17,Jus Buah,15199.54,EXPENSE,Makan & Minum,Gopay
2024-07-17,Gym,74606.85,EXPENSE,Hiburan,Gopay
2024-07-17,Parkir Motor,21651.76,EXPENSE,Lain-lain,Gopay
2024-07-17,Top Up OVO,53561.31,EXPENSE,Tagihan,BCA
2024-07-17,Shopee,106220.95,EXPENSE,Belanja,Dompet Tunai
2024-07-18,Baju,175317.53,EXPENSE,Belanja,Gopay
2024-07-18,Bowling,62676.34,EXPENSE,Hiburan,Gopay
2024-07-18,Langganan Spotify,90226.56,EXPENSE,Tagihan,Dompet Tunai
2024-07-18,Buku Kuliah,33542.93,EXPENSE,Belanja,BCA
2024-07-18,Fotokopi,26128.59,EXPENSE,Lain-lain,Dompet Tunai
2024-07-18,Alfamart,176332.85,EXPENSE,Belanja,Dompet Tunai
2024-07-19,Karaoke,32403.49,EXPENSE,Hiburan,Gopay
2024-07-19,Listrik Kos,65575.34,EXPENSE,Tagihan,BCA
2024-07-19,Olahraga,85235.38,EXPENSE,Hiburan,Dompet Tunai
2024-07-19,Bowling,83229.16,EXPENSE,Hiburan,Dompet Tunai
2024-07-19,Parkir,11619.07,EXPENSE,Tagihan,BCA
2024-07-20,Bioskop,104796.89,EXPENSE,Hiburan,Gopay
2024-07-20,Bakso,28958.93,EXPENSE,Makan & Minum,BCA
2024-07-20,Pulsa,11990.75,EXPENSE,Tagihan,Gopay
2024-07-20,Top Up Game,147991.06,EXPENSE,Hiburan,Dompet Tunai
2024-07-20,Biaya Admin Bank,108866.89,EXPENSE,Tagihan,Dompet Tunai
2024-07-20,KFC,34603.04,EXPENSE,Makan & Minum,Dompet Tunai
2024-07-20,Simpanan Bulanan,332555.18,INCOME,Goals,BCA
2024-07-20,Shopee,140700.33,EXPENSE,Belanja,Gopay
2024-07-20,Parkir Motor,41869.73,EXPENSE,Lain-lain,Gopay
2024-07-20,Tokopedia,9950.34,EXPENSE,Belanja,Dompet Tunai
2024-07-21,Minimarket,76440.56,EXPENSE,Belanja,BCA
2024-07-21,Parkir Motor,15236.84,EXPENSE,Lain-lain,BCA
2024-07-21,Pulsa,56977.53,EXPENSE,Tagihan,Dompet Tunai
2024-07-21,Listrik Kos,116649.07,EXPENSE,Tagihan,BCA
2024-07-21,Donasi,16071.09,EXPENSE,Lain-lain,Gopay
2024-07-21,Top Up OVO,61681.37,EXPENSE,Tagihan,Dompet Tunai
2024-07-21,Langganan Spotify,103817.89,EXPENSE,Tagihan,Dompet Tunai
2024-07-22,Iuran Kebersihan,64964.62,EXPENSE,Tagihan,BCA
2024-07-22,Jus Buah,37636.59,EXPENSE,Makan & Minum,Gopay
2024-07-22,Biaya Admin Bank,29111.09,EXPENSE,Tagihan,BCA
2024-07-22,Gym,145702.35,EXPENSE,Hiburan,Dompet Tunai
2024-07-22,Langganan Spotify,64716.93,EXPENSE,Tagihan,BCA
2024-07-22,Bioskop,131539.92,EXPENSE,Hiburan,Dompet Tunai
2024-07-22,Baju,196244.17,EXPENSE,Belanja,Gopay
2024-07-23,Es Teh,33560.21,EXPENSE,Makan & Minum,Dompet Tunai
2024-07-23,ATM,24760.34,EXPENSE,Lain-lain,Dompet Tunai
2024-07-23,Parkir Motor,11584.34,EXPENSE,Lain-lain,Gopay
2024-07-23,Sepatu,85024.67,EXPENSE,Belanja,BCA
2024-07-23,Langganan Spotify,107813.78,EXPENSE,Tagihan,Gopay
2024-07-23,Bakso,23310.86,EXPENSE,Makan & Minum,Gopay
2024-07-23,Parkir,8992.82,EXPENSE,Tagihan,BCA
2024-07-23,Iuran Kebersihan,72270.05,EXPENSE,Tagihan,Gopay
2024-07-23,Wifi Bulanan,136836.93,EXPENSE,Tagihan,Gopay
2024-07-24,Baju,32201.3,EXPENSE,Belanja,Gopay
2024-07-24,Wifi Bulanan,76429.62,EXPENSE,Tagihan,Gopay
2024-07-24,Print Tugas,7185.24,EXPENSE,Lain-lain,Dompet Tunai
2024-07-24,Skincare,101040.95,EXPENSE,Belanja,Gopay
2024-07-24,Pizza,9023.5,EXPENSE,Makan & Minum,BCA
2024-07-24,Pulsa,146970.22,EXPENSE,Tagihan,BCA
2024-07-24,Alfamart Minuman,15892.03,EXPENSE,Makan & Minum,Dompet Tunai
2024-07-24,Wifi Bulanan,30576.11,EXPENSE,Tagihan,Dompet Tunai
2024-07-24,Buku Kuliah,45823.12,EXPENSE,Belanja,Gopay
2024-07-25,Jus Buah,37510.35,EXPENSE,Makan & Minum,Gopay
2024-07-25,Alat Tulis,28985.64,EXPENSE,Belanja,Dompet Tunai
2024-07-25,Indomaret,120094.98,EXPENSE,Belanja,Dompet Tunai
2024-07-25,Warung Nasi,47258.05,EXPENSE,Makan & Minum,Gopay
2024-07-26,ATM,49041.56,EXPENSE,Lain-lain,Dompet Tunai
2024-07-26,Streaming Film,135452.78,EXPENSE,Hiburan,Gopay
2024-07-26,Netflix,104035.98,EXPENSE,Tagihan,BCA
2024-07-26,ATM,35476.17,EXPENSE,Lain-lain,Dompet Tunai
2024-07-26,Tiket Wahana,140483.93,EXPENSE,Hiburan,BCA
2024-07-26,Biaya Admin Bank,30139.17,EXPENSE,Tagihan,Dompet Tunai
2024-07-26,Perlengkapan Kamar,20322.81,EXPENSE,Belanja,Gopay
2024-07-27,Pulsa,112763.01,EXPENSE,Tagihan,Gopay
2024-07-27,Iuran Bulanan,121085.07,EXPENSE,Tagihan,Gopay
2024-07-27,Olahraga,19930.51,EXPENSE,Hiburan,Gopay
2024-07-28,Game Online,146752.05,EXPENSE,Hiburan,Gopay
2024-07-28,Gojek,2557.79,EXPENSE,Lain-lain,Gopay
2024-07-28,Alat Tulis,192748.02,EXPENSE,Belanja,Gopay
2024-07-28,Sepatu,98588.07,EXPENSE,Belanja,Gopay
2024-07-28,Tokopedia,176104.87,EXPENSE,Belanja,BCA
2024-07-28,Beasiswa,1497555.01,INCOME,Gaji,Gopay
2024-07-28,Langganan Spotify,134421.05,EXPENSE,Tagihan,BCA
2024-07-29,Perlengkapan Kamar,196094.21,EXPENSE,Belanja,BCA
2024-07-29,Nabung Liburan,336279.81,INCOME,Goals,BCA
2024-07-29,Pizza,36751.36,EXPENSE,Makan & Minum,Gopay
2024-07-29,Kopi Kenangan,32749.26,EXPENSE,Makan & Minum,Dompet Tunai
2024-07-29,Gojek,18043.71,EXPENSE,Lain-lain,BCA
2024-07-29,Skincare,106460.0,EXPENSE,Belanja,Dompet Tunai
2024-07-29,Warung Nasi,39691.48,EXPENSE,Makan & Minum,Gopay
2024-07-29,Grab Motor,32547.7,EXPENSE,Lain-lain,BCA
2024-07-29,KFC,15425.23,EXPENSE,Makan & Minum,Gopay
2024-07-29,GoFood,13171.9,EXPENSE,Makan & Minum,BCA
2024-07-30,Langganan Spotify,128578.26,EXPENSE,Tagihan,BCA
2024-07-30,Listrik Kos,119429.83,EXPENSE,Tagihan,Dompet Tunai
2024-07-30,Pizza,7332.06,EXPENSE,Makan & Minum,Gopay
2024-07-30,ATM,25378.97,EXPENSE,Lain-lain,Gopay
2024-07-30,Shopee,140553.19,EXPENSE,Belanja,Dompet Tunai
2024-07-30,Game Online,65435.87,EXPENSE,Hiburan,BCA
2024-07-31,KFC,17536.57,EXPENSE,Makan & Minum,Dompet Tunai
2024-07-31,Langganan Spotify,128686.37,EXPENSE,Tagihan,Dompet Tunai
2024-07-31,Langganan Spotify,113579.82,EXPENSE,Tagihan,Dompet Tunai
2024-07-31,Pulsa,9422.54,EXPENSE,Tagihan,Gopay
2024-07-31,McDonalds,6659.91,EXPENSE,Makan & Minum,BCA
2024-07-31,Bioskop,95339.01,EXPENSE,Hiburan,Gopay
2024-07-31,Netflix,71990.84,EXPENSE,Tagihan,BCA
2024-07-31,Bioskop,52177.14,EXPENSE,Hiburan,Dompet Tunai
2024-08-01,Perlengkapan Kamar,165394.76,EXPENSE,Belanja,Dompet Tunai
2024-08-01,Donasi,9787.2,EXPENSE,Lain-lain,Gopay
2024-08-02,Gym,67542.95,EXPENSE,Hiburan,Gopay
2024-08-02,Karaoke,104020.25,EXPENSE,Hiburan,BCA
2024-08-02,Grab Motor,21605.75,EXPENSE,Lain-lain,BCA
2024-08-02,Target Gadget,475751.96,INCOME,Goals,BCA
2024-08-02,Game Online,17199.61,EXPENSE,Hiburan,BCA
2024-08-02,Konser,106338.86,EXPENSE,Hiburan,Dompet Tunai
2024-08-02,Skincare,59336.06,EXPENSE,Belanja,Dompet Tunai
2024-08-03,Olahraga,63736.61,EXPENSE,Hiburan,Gopay
2024-08-03,Alfamart Minuman,30207.57,EXPENSE,Makan & Minum,BCA
2024-08-03,Iuran Bulanan,73511.54,EXPENSE,Tagihan,BCA
2024-08-04,GrabFood,37965.74,EXPENSE,Makan & Minum,Dompet Tunai
2024-08-04,Olahraga,117691.24,EXPENSE,Hiburan,Gopay
2024-08-04,Skincare,67266.16,EXPENSE,Belanja,BCA
2024-08-04,Es Teh,28688.12,EXPENSE,Makan & Minum,Dompet Tunai
2024-08-04,Fotokopi,25068.16,EXPENSE,Lain-lain,Dompet Tunai
2024-08-04,Olahraga,27064.05,EXPENSE,Hiburan,Dompet Tunai
2024-08-04,Parkir Motor,15999.8,EXPENSE,Lain-lain,Dompet Tunai
2024-08-04,Kantin Kampus,39902.53,EXPENSE,Makan & Minum,Dompet Tunai
2024-08-05,Netflix,49415.46,EXPENSE,Tagihan,Dompet Tunai
2024-08-05,Dana Darurat,448788.1,INCOME,Goals,BCA
2024-08-05,Netflix,30727.17,EXPENSE,Tagihan,Gopay
2024-08-05,Parkir,75094.08,EXPENSE,Tagihan,Gopay
2024-08-05,McDonalds,34924.32,EXPENSE,Makan & Minum,Gopay
2024-08-05,Es Teh,31099.27,EXPENSE,Makan & Minum,BCA
2024-08-05,Kopi Kenangan,16712.91,EXPENSE,Makan & Minum,BCA
2024-08-06,Bakso,34761.68,EXPENSE,Makan & Minum,Dompet Tunai
2024-08-06,Keperluan Lain,19454.22,EXPENSE,Lain-lain,BCA
2024-08-06,Print Tugas,13891.09,EXPENSE,Lain-lain,BCA
2024-08-06,Bowling,38183.7,EXPENSE,Hiburan,BCA
2024-08-06,Kantin Kampus,42889.93,EXPENSE,Makan & Minum,BCA
2024-08-06,Alfamart Minuman,9402.54,EXPENSE,Makan & Minum,Dompet Tunai
2024-08-06,Pulsa,134968.69,EXPENSE,Tagihan,BCA
2024-08-06,Sepatu,31736.39,EXPENSE,Belanja,Dompet Tunai
2024-08-07,Wifi Bulanan,61474.87,EXPENSE,Tagihan,Gopay
2024-08-07,Tiket Wahana,86097.4,EXPENSE,Hiburan,Gopay
2024-08-07,Streaming Film,97620.39,EXPENSE,Hiburan,Dompet Tunai
2024-08-07,Tiket Wahana,120701.24,EXPENSE,Hiburan,BCA
2024-08-07,ATM,35239.66,EXPENSE,Lain-lain,Gopay
2024-08-07,Iuran Kebersihan,17375.7,EXPENSE,Tagihan,Dompet Tunai
2024-08-07,Mie Ayam,36825.74,EXPENSE,Makan & Minum,Dompet Tunai
2024-08-07,Parkir,7625.98,EXPENSE,Tagihan,BCA
2024-08-07,Warung Nasi,41575.98,EXPENSE,Makan & Minum,Dompet Tunai
2024-08-08,Alfamart Minuman,44533.2,EXPENSE,Makan & Minum,Dompet Tunai
2024-08-08,Uang Bulanan,746398.7,INCOME,Gaji,BCA
2024-08-08,Iuran Kebersihan,31054.05,EXPENSE,Tagihan,Dompet Tunai
2024-08-08,Sepatu,23310.64,EXPENSE,Belanja,Dompet Tunai
2024-08-08,Shopee,153393.2,EXPENSE,Belanja,Gopay
2024-08-08,Mie Ayam,15763.1,EXPENSE,Makan & Minum,Dompet Tunai
2024-08-09,Tiket Wahana,26878.18,EXPENSE,Hiburan,BCA
2024-08-09,Game Online,40669.63,EXPENSE,Hiburan,Gopay
2024-08-09,Iuran Kebersihan,20293.69,EXPENSE,Tagihan,Dompet Tunai
2024-08-09,Indomaret,95147.63,EXPENSE,Belanja,BCA
2024-08-10,Karaoke,31861.36,EXPENSE,Hiburan,Gopay
2024-08-10,ATM,12352.41,EXPENSE,Lain-lain,Gopay
2024-08-10,Perlengkapan Kamar,185799.67,EXPENSE,Belanja,BCA
2024-08-10,Pulsa,131259.25,EXPENSE,Tagihan,Gopay
2024-08-10,Print Tugas,38529.34,EXPENSE,Lain-lain,Dompet Tunai
2024-08-10,Tokopedia,141984.4,EXPENSE,Belanja,Dompet Tunai
2024-08-10,Indomaret Snack,33451.89,EXPENSE,Makan & Minum,BCA
